epoch,avg_loss,recall,ndcg
5,0.400753827049182,0.5404287901990812,0.22460003731685912
10,0.37245957962759246,0.5689127105666156,0.24921016236699622
15,0.31316397576541694,0.5896886166411435,0.2808296972630553
20,0.2869244253897405,0.5936702399183257,0.290033877925449
25,0.26658119425013826,0.606023481368045,0.29891795138553173
30,0.2553223748947238,0.6141909137314957,0.3073560590401054
35,0.2433842673570245,0.6176620724859623,0.3099164327731471
40,0.2346452052940379,0.6223072996426748,0.31391856442758487
45,0.22461353946518112,0.6268504338948443,0.31738522255477336
50,0.21734306576487783,0.6295558958652374,0.3187577046397912
55,0.21005077308023368,0.6321082184788157,0.3204726860182813
60,0.20227786914987878,0.6348647269014803,0.3231473813533784
65,0.19624762007823357,0.6329760081674324,0.3225630177729486
70,0.18873411744505494,0.6379275140377744,0.3252350790653152
75,0.18387527280783916,0.6396630934150077,0.3256549198586448
80,0.17801214492583012,0.6426748340990301,0.32770928081421913
85,0.17081210860511759,0.6440020418580908,0.32863580555935024
90,0.16542139518391955,0.6470648289943849,0.3318234046446558
95,0.15954471772516166,0.6486472690148035,0.3334794067761302
100,0.15389056577459798,0.6523226135783563,0.3348259942419304
105,0.14835769773184598,0.6540581929555895,0.3358394901805262
110,0.14316931023047522,0.6551301684532925,0.3364257206362516
115,0.13901008071971463,0.6589076059213884,0.338137008674917
120,0.1332555485705098,0.6587544665645738,0.3399749416274239
125,0.12874976447322867,0.6593670239918326,0.34014964523453645
130,0.12393468094396067,0.6605410923940787,0.3407292223780915
135,0.11942644908532991,0.6617662072485962,0.34207677535968256
140,0.11593675637965674,0.6598774885145482,0.3424100252686723
145,0.11260487106475202,0.6610515569167943,0.34281627154576577
150,0.10877327244360369,0.6616130678917815,0.34364807237489264
