epoch,avg_loss,recall,ndcg
5,0.15490277087877666,0.046783346845343125,0.019166556862727176
10,0.12268196844628879,0.046783346845343125,0.019253801363950652
15,0.10351820993754599,0.048595545805713194,0.020018917548754452
20,0.08946831654461604,0.04850016691306214,0.020262221650327886
25,0.07864877531334521,0.049883160856502455,0.020677304581684205
30,0.07289535531567203,0.0479278935571558,0.019993256004710656
35,0.06534708947652862,0.047641756879202635,0.0198993446889597
40,0.05987038327351449,0.04702179407697077,0.019874385809364722
45,0.05574944993806264,0.04644952072106443,0.019851169014762273
50,0.051632819874655636,0.046306452382087845,0.019463743057302824
55,0.04835728576613797,0.047117172969621826,0.020272431038103552
60,0.04560493940990123,0.0464018312747389,0.01954931668221676
65,0.042938513178674004,0.045066526777624114,0.019478202373363136
70,0.04111012571033031,0.04716486241594735,0.019622278593665967
75,0.03875166399493104,0.04659258906004101,0.01941047972288751
80,0.036637950259896496,0.0464018312747389,0.019286190264955583
85,0.03524215401904214,0.047307930754923934,0.019717535749479653
90,0.03305162244018108,0.04602031570413467,0.019743850530366043
95,0.03100107764706962,0.044160427297439075,0.018101172893833242
100,0.030854534727358628,0.04439887452906672,0.01828231540800598
105,0.029056839674474703,0.045495731794553865,0.01844344750898666
110,0.026584996871413694,0.04354046449520721,0.01801903190784829
115,0.026229422347294907,0.045829557918832566,0.018994196445754556
120,0.024727401841017935,0.044160427297439075,0.01851576889282219
125,0.024219205721266686,0.04587724736515809,0.01868643591010193
130,0.02337206653245385,0.04559111068720492,0.01884269327995601
135,0.023015305392503266,0.04435118508274119,0.017815351746120683
140,0.02111503245338561,0.044875768992322,0.017769356364242553
145,0.02052956140999283,0.04439887452906672,0.018115272995224887
150,0.02031205797065345,0.04473270065334541,0.018141629428114887
